2.131592653589793329e+00,2.131592653589793329e+00
2.097293855503854498e+00,2.097293855503854498e+00
2.062297465294709919e+00,2.062297465294709919e+00
2.026633005801733667e+00,2.026633005801733667e+00
1.990333885643405631e+00,1.990333885643405631e+00
1.953437451547795023e+00,1.953437451547795023e+00
1.915984939193294823e+00,1.915984939193294823e+00
1.878021215018105261e+00,1.878021215018105261e+00
1.839594704289451377e+00,1.839594704289451377e+00
1.800757143382558878e+00,1.800757143382558878e+00
1.761563289046788716e+00,1.761563289046788716e+00
1.722070557148628112e+00,1.722070557148628112e+00
1.682338655481545153e+00,1.682338655481545153e+00
1.642429170156771923e+00,1.642429170156771923e+00
1.602405083152528498e+00,1.602405083152528498e+00
1.562330287108749660e+00,1.562330287108749660e+00
1.522269081889595199e+00,1.522269081889595199e+00
1.482285657708450222e+00,1.482285657708450222e+00
1.442443584201092310e+00,1.442443584201092310e+00
1.402805314973893047e+00,1.402805314973893047e+00
1.363431688512464879e+00,1.363431688512464879e+00
1.324381513215787010e+00,1.324381513215787010e+00
1.285711110367286691e+00,1.285711110367286691e+00
1.247474010253696308e+00,1.247474010253696308e+00
1.209720559758002079e+00,1.209720559758002079e+00
1.172497737738362078e+00,1.172497737738362078e+00
1.135848877615806440e+00,1.135848877615806440e+00
1.099813553488568019e+00,1.099813553488568019e+00
1.064427456737554012e+00,1.064427456737554012e+00
1.029722387115161952e+00,1.029722387115161952e+00
9.957262035559093505e-01,9.957262035559093505e-01
9.624628899630948142e-01,9.624628899630948142e-01
9.299526361043723988e-01,9.299526361043723988e-01
8.982119630848166558e-01,8.982119630848166558e-01
8.672538622038916678e-01,8.672538622038916678e-01
8.370879649499770592e-01,8.370879649499770592e-01
8.077207415311444816e-01,8.077207415311444816e-01
7.791556966414321383e-01,7.791556966414321383e-01
7.513935853072771787e-01,7.513935853072771787e-01
7.244326315859560550e-01,7.244326315859560550e-01
6.982687526302755465e-01,6.982687526302755465e-01
6.728957630884145891e-01,6.728957630884145891e-01
6.483055974530099741e-01,6.483055974530099741e-01
6.244885162769011622e-01,6.244885162769011622e-01
6.014333017280093507e-01,6.014333017280093507e-01
5.791274490422936294e-01,5.791274490422936294e-01
5.575573421512516337e-01,5.575573421512516337e-01
5.367084207008609997e-01,5.367084207008609997e-01
5.165653347761719472e-01,5.165653347761719472e-01
4.971120869962291078e-01,4.971120869962291078e-01
4.783321671044621359e-01,4.783321671044621359e-01
4.602086664382997738e-01,4.602086664382997738e-01
4.427243879787162162e-01,4.427243879787162162e-01
4.258619455448221514e-01,4.258619455448221514e-01
4.096038505583851630e-01,4.096038505583851630e-01
3.939325873556127067e-01,3.939325873556127067e-01
3.788306886865654977e-01,3.788306886865654977e-01
3.642807876508615816e-01,3.642807876508615816e-01
3.502656786144767720e-01,3.502656786144767720e-01
3.367683586148716435e-01,3.367683586148716435e-01
3.237720657615548725e-01,3.237720657615548725e-01
3.112603195508881204e-01,3.112603195508881204e-01
2.992169384911251284e-01,2.992169384911251284e-01
2.876260748436982317e-01,2.876260748436982317e-01
2.764722242908322913e-01,2.764722242908322913e-01
2.657402480461014682e-01,2.657402480461014682e-01
2.554153818938785236e-01,2.554153818938785236e-01
2.454832367730766240e-01,2.454832367730766240e-01
2.359298140297698132e-01,2.359298140297698132e-01
2.267415140798267614e-01,2.267415140798267614e-01
2.179051329670629866e-01,2.179051329670629866e-01
2.094078599292470422e-01,2.094078599292470422e-01
2.012372646624722150e-01,2.012372646624722150e-01
1.933813155930457495e-01,1.933813155930457495e-01
1.858283674636761473e-01,1.858283674636761473e-01
1.785671426908386483e-01,1.785671426908386483e-01
1.715867424637167460e-01,1.715867424637167460e-01
1.648766355216605695e-01,1.648766355216605695e-01
1.584266441218070420e-01,1.584266441218070420e-01
1.522269431467042355e-01,1.522269431467042355e-01
1.462680510005978096e-01,1.462680510005978096e-01
1.405408167956850585e-01,1.405408167956850585e-01
1.350364150019047471e-01,1.350364150019047471e-01
1.297463366790628791e-01,1.297463366790628791e-01
1.246623787637614750e-01,1.246623787637614750e-01
1.197766362583336242e-01,1.197766362583336242e-01
1.150814939125529568e-01,1.150814939125529568e-01
1.105696155221631283e-01,1.105696155221631283e-01
1.062339357652687111e-01,1.062339357652687111e-01
1.020676524807566377e-01,1.020676524807566377e-01
9.806421683620913932e-02,9.806421683620913932e-02
9.421732494193339746e-02,9.421732494193339746e-02
9.052091048652326222e-02,9.052091048652326222e-02
8.696913633292337187e-02,8.696913633292337187e-02
8.355638583976009170e-02,8.355638583976009170e-02
8.027725554259619589e-02,8.027725554259619589e-02
7.712654723837659987e-02,7.712654723837659987e-02
7.409926112641283813e-02,7.409926112641283813e-02
7.119058992874308101e-02,7.119058992874308101e-02
6.839590968793678172e-02,6.839590968793678172e-02
6.571077336492037180e-02,6.571077336492037180e-02
6.313090602189232181e-02,6.313090602189232181e-02
6.065219763805956149e-02,6.065219763805956149e-02
5.827069612026602313e-02,5.827069612026602313e-02
5.598260180206939690e-02,5.598260180206939690e-02
5.378426302800409786e-02,5.378426302800409786e-02
5.167216922417978281e-02,5.167216922417978281e-02
4.964294578847147643e-02,4.964294578847147643e-02
4.769334918753254104e-02,4.769334918753254104e-02
4.582026208281490126e-02,4.582026208281490126e-02
4.402068828209546036e-02,4.402068828209546036e-02
4.229174821428935416e-02,4.229174821428935416e-02
4.063067447534401966e-02,4.063067447534401966e-02
3.903480750852184739e-02,3.903480750852184739e-02
3.750159143493239644e-02,3.750159143493239644e-02
3.602857009384589221e-02,3.602857009384589221e-02
3.461338334022481811e-02,3.461338334022481811e-02
3.325376317128389547e-02,3.325376317128389547e-02
3.194753021714180630e-02,3.194753021714180630e-02
3.069259031245465813e-02,3.069259031245465813e-02
2.948693119183884437e-02,2.948693119183884437e-02
2.832861930440639872e-02,2.832861930440639872e-02
2.721579676441207921e-02,2.721579676441207921e-02
2.614667851259002557e-02,2.614667851259002557e-02
2.511954933728798717e-02,2.511954933728798717e-02
2.413276115729183838e-02,2.413276115729183838e-02
2.318473038204132974e-02,2.318473038204132974e-02
2.227393543288884795e-02,2.227393543288884795e-02
2.139891472534843908e-02,2.139891472534843908e-02
2.055826381765090555e-02,2.055826381765090555e-02
1.975063325669584868e-02,1.975063325669584868e-02
1.897472643507871690e-02,1.897472643507871690e-02
1.822929755957727882e-02,1.822929755957727882e-02
1.751315003022503244e-02,1.751315003022503244e-02
1.682513404526751744e-02,1.682513404526751744e-02
1.616414484557705464e-02,1.616414484557705464e-02
1.552912095713538006e-02,1.552912095713538006e-02
1.491904252763056639e-02,1.491904252763056639e-02
1.433293000843372661e-02,1.433293000843372661e-02
1.376984217193092351e-02,1.376984217193092351e-02
1.322887467960909974e-02,1.322887467960909974e-02
1.270915864255580362e-02,1.270915864255580362e-02
1.220985925849943018e-02,1.220985925849943018e-02
1.173017471847837175e-02,1.173017471847837175e-02
1.126933459570431117e-02,1.126933459570431117e-02
1.082659867162321689e-02,1.082659867162321689e-02
1.040125575476379127e-02,1.040125575476379127e-02
